timestamp_s,dispatch_mw
0,0.0
1,0.3142
2,0.6283
3,0.9423
4,1.2563
5,1.5701
6,1.8837
7,2.1971
8,2.5103
9,2.8232
10,3.1359
11,3.4481
12,3.76
13,4.0715
14,4.3825
15,4.693
16,5.0031
17,5.3125
18,5.6214
19,5.9297
20,6.2374
21,6.5443
22,6.8505
23,7.156
24,7.4607
25,7.7646
26,8.0676
27,8.3697
28,8.671
29,8.9712
30,9.2705
31,9.5688
32,9.866
33,10.1621
34,10.4572
35,10.751
36,11.0437
37,11.3352
38,11.6255
39,11.9144
40,12.2021
41,12.4884
42,12.7734
43,13.0569
44,13.3391
45,13.6197
46,13.8989
47,14.1765
48,14.4526
49,14.7271
50,15.0
51,15.2712
52,15.5408
53,15.8087
54,16.0748
55,16.3392
56,16.6017
57,16.8625
58,17.1214
59,17.3784
60,17.6336
61,17.8867
62,18.138
63,18.3872
64,18.6344
65,18.8796
66,19.1227
67,19.3637
68,19.6026
69,19.8394
70,20.0739
71,20.3063
72,20.5364
73,20.7643
74,20.9899
75,21.2132
76,21.4342
77,21.6528
78,21.8691
79,22.0829
80,22.2943
81,22.5033
82,22.7099
83,22.9139
84,23.1154
85,23.3144
86,23.5108
87,23.7047
88,23.8959
89,24.0845
90,24.2705
91,24.4538
92,24.6345
93,24.8124
94,24.9876
95,25.1601
96,25.3298
97,25.4968
98,25.6609
99,25.8223
100,25.9808
101,26.1364
102,26.2892
103,26.4391
104,26.5861
105,26.7302
106,26.8714
107,27.0096
108,27.1448
109,27.2771
110,27.4064
111,27.5326
112,27.6559
113,27.7761
114,27.8933
115,28.0074
116,28.1185
117,28.2264
118,28.3313
119,28.4331
120,28.5317
121,28.6272
122,28.7196
123,28.8088
124,28.8949
125,28.9778
126,29.0575
127,29.134
128,29.2074
129,29.2775
130,29.3444
131,29.4081
132,29.4686
133,29.5259
134,29.5799
135,29.6307
136,29.6782
137,29.7224
138,29.7634
139,29.8012
140,29.8357
141,29.8669
142,29.8948
143,29.9194
144,29.9408
145,29.9589
146,29.9737
147,29.9852
148,29.9934
149,29.9984
150,30.0
151,29.9984
152,29.9934
153,29.9852
154,29.9737
155,29.9589
156,29.9408
157,29.9194
158,29.8948
159,29.8669
160,29.8357
161,29.8012
162,29.7634
163,29.7224
164,29.6782
165,29.6307
166,29.5799
167,29.5259
168,29.4686
169,29.4081
170,29.3444
171,29.2775
172,29.2074
173,29.134
174,29.0575
175,28.9778
176,28.8949
177,28.8088
178,28.7196
179,28.6272
180,28.5317
181,28.4331
182,28.3313
183,28.2264
184,28.1185
185,28.0074
186,27.8933
187,27.7761
188,27.6559
189,27.5326
190,27.4064
191,27.2771
192,27.1448
193,27.0096
194,26.8714
195,26.7302
196,26.5861
197,26.4391
198,26.2892
199,26.1364
200,25.9808
201,25.8223
202,25.6609
203,25.4968
204,25.3298
205,25.1601
206,24.9876
207,24.8124
208,24.6345
209,24.4538
210,24.2705
211,24.0845
212,23.8959
213,23.7047
214,23.5108
215,23.3144
216,23.1154
217,22.9139
218,22.7099
219,22.5033
220,22.2943
221,22.0829
222,21.8691
223,21.6528
224,21.4342
225,21.2132
226,20.9899
227,20.7643
228,20.5364
229,20.3063
230,20.0739
231,19.8394
232,19.6026
233,19.3637
234,19.1227
235,18.8796
236,18.6344
237,18.3872
238,18.138
239,17.8867
240,17.6336
241,17.3784
242,17.1214
243,16.8625
244,16.6017
245,16.3392
246,16.0748
247,15.8087
248,15.5408
249,15.2712
250,15.0
251,14.7271
